,Unnamed: 0,kingdom,phylum,class,order,family,genus,species,sBin,gBin,fBin,dist_SGB,sSGB,gSGB,fSGB
fBin__338|gBin__1331|sBin__1989,Rep_1989,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-145,unknown,1989.0,1331.0,338,0.010171725,3990,2999,1227
fBin__338|gBin__1332|sBin__1990,Rep_1990,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-145,CAG-145 sp900542565,1990.0,1332.0,338,0.0184525833333333,3991,3000,1227
fBin__338|gBin__1333|sBin__1991,Rep_1991,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-145,CAG-145 sp900545135,1991.0,1333.0,338,0.0079616599999999,3992,3001,1227
fBin__338|gBin__1334|sBin__1992,Rep_1992,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-145,CAG-145 sp900540145,1992.0,1334.0,338,0.019362075,3993,3002,1227
fBin__338|gBin__1335|sBin__1993,Rep_1993,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-145,CAG-145 sp002320005,1993.0,1335.0,338,0.0056609,3994,3003,1227
fBin__338|gBin__1336|sBin__1994,Rep_1994,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-145,CAG-145 sp900542295,1994.0,1336.0,338,0.0074065579999999,3995,3004,1227
fBin__338|gBin__1337|sBin__1995,Rep_1995,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,CAG-145,CAG-145 sp000435715,1995.0,1337.0,338,0.0233724126865671,3996,3005,1227
fBin__339|gBin__1338|sBin__1996,Rep_1996,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum sp001304995,1996.0,1338.0,339,0.0242613117721519,5191,3825,1508
fBin__339|gBin__1338|sBin__1997,Rep_1997,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,unknown,1997.0,1338.0,339,0.0201468666666666,5192,3825,1508
fBin__339|gBin__1338|sBin__1998,Rep_1998,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum lactatifermentans,1998.0,1338.0,339,0.0284965413043478,5193,3825,1508
fBin__339|gBin__1338|sBin__1999,Rep_1999,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,unknown,1999.0,1338.0,339,0.0,5194,3825,1508
fBin__339|gBin__1339|sBin__2000,Rep_2000,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum sp000436415,2000.0,1339.0,339,0.0233546158987341,5190,3824,1508
fBin__339|gBin__1340|sBin__2001,Rep_2001,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,unknown,2001.0,1340.0,339,0.1985561746835443,unknown,unknown,1508
fBin__340|gBin__1341|sBin__2002,Rep_2002,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,UMGS1670,UMGS1670 sp900553995,2002.0,1341.0,340,0.01073605,5180,3815,1507
fBin__340|gBin__1342|sBin__2003,Rep_2003,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,UMGS1670,unknown,2003.0,1342.0,340,0.00975275,5181,3816,1507
fBin__340|gBin__1343|sBin__2004,Rep_2004,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,UMGS1670,unknown,2004.0,1343.0,340,0.0109709,5182,3817,1507
fBin__340|gBin__1344|sBin__2005,Rep_2005,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,UMGS1670,UMGS1670 sp900546215,2005.0,1344.0,340,0.014744855,5183,3818,1507
fBin__340|gBin__1345|sBin__2006,Rep_2006,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,UMGS1670,UMGS1670 sp900548595,2006.0,1345.0,340,0.02047256625,5184,3819,1507
fBin__341|gBin__1346|sBin__2007,Rep_2007,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,UBA8514,unknown,2007.0,1346.0,341,0.0303339,5197,3828,1510
fBin__342|gBin__1347|sBin__2008,Rep_2008,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,unknown,unknown,2008.0,1347.0,342,0.211692,unknown,unknown,1449
fBin__342|gBin__1348|sBin__2009,Rep_2009,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Massilioclostridium,Massilioclostridium coli,2009.0,1348.0,342,0.204974,unknown,unknown,2892
fBin__342|gBin__1349|sBin__2010,Rep_2010,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,unknown,2010.0,1349.0,342,0.0,4231,3205,1330
fBin__342|gBin__1350|sBin__2011,Rep_2011,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,unknown,2011.0,1350.0,342,0.0,4880,3611,1450
fBin__343|gBin__1351|sBin__2012,Rep_2012,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,Sellimonas intestinalis,2012.0,1351.0,343,0.0149249769230769,4617,3459,1416
fBin__343|gBin__1352|sBin__2013,Rep_2013,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,Sellimonas sp002161525,2013.0,1352.0,343,0.0213918,4619,3461,1416
fBin__344|gBin__1353|sBin__2014,Rep_2014,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea sp000509125,2014.0,1353.0,344,0.0157023551851851,4630,3470,1417
fBin__344|gBin__1353|sBin__2015,Rep_2015,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea scindens,2015.0,1353.0,344,0.013683205625,4631,3470,1417
fBin__344|gBin__1354|sBin__2016,Rep_2016,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea hylemonae,2016.0,1354.0,344,0.0071692,4632,3471,1417
fBin__344|gBin__1355|sBin__2017,Rep_2017,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea muris,2017.0,1355.0,344,0.0246122,4634,3472,1417
fBin__344|gBin__1356|sBin__2018,Rep_2018,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea faecis,2018.0,1356.0,344,0.0230687428571428,4626,3466,1417
fBin__344|gBin__1357|sBin__2019,Rep_2019,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,unknown,2019.0,1357.0,344,0.00504785,4627,3467,1417
fBin__344|gBin__1358|sBin__2020,Rep_2020,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea sp900312975,2020.0,1358.0,344,0.0304493923076923,4628,3468,1417
fBin__344|gBin__1359|sBin__2021,Rep_2021,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea phocaeensis,2021.0,1359.0,344,0.0145855666666666,4622,3464,1417
fBin__344|gBin__1360|sBin__2022,Rep_2022,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,unknown,2022.0,1360.0,344,0.0,4625,3465,1417
fBin__344|gBin__1361|sBin__2023,Rep_2023,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea sp900543315,2023.0,1361.0,344,0.0138577,4621,3463,1417
fBin__345|gBin__1362|sBin__2024,Rep_2024,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,Faecalimonas sp000209385,2024.0,1362.0,345,0.0132971206666666,4549,3423,1414
fBin__345|gBin__1362|sBin__2025,Rep_2025,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,Faecalimonas sp900551895,2025.0,1362.0,345,0.0,4550,3423,1414
fBin__345|gBin__1363|sBin__2026,Rep_2026,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,unknown,2026.0,1363.0,345,0.0,4597,3446,1414
fBin__345|gBin__1363|sBin__2027,Rep_2027,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter sp900553885,2027.0,1363.0,345,0.0,4596,3446,1414
fBin__345|gBin__1364|sBin__2028,Rep_2028,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,unknown,2028.0,1364.0,345,0.01137725,4598,3447,1414
fBin__345|gBin__1365|sBin__2029,Rep_2029,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter sp002314255,2029.0,1365.0,345,0.01780515,4604,3451,1414
fBin__345|gBin__1365|sBin__2030,Rep_2030,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,unknown,2030.0,1365.0,345,0.0,4605,3451,1414
fBin__345|gBin__1366|sBin__2031,Rep_2031,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter sp900555215,2031.0,1366.0,345,0.01935425,4602,3450,1414
fBin__345|gBin__1367|sBin__2032,Rep_2032,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter massiliensis,2032.0,1367.0,345,0.0,4595,3445,1414
fBin__345|gBin__1368|sBin__2033,Rep_2033,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9414,UBA9414 sp003458885,2033.0,1368.0,345,0.217673,unknown,unknown,1447
fBin__345|gBin__1369|sBin__2034,Rep_2034,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Schaedlerella,Schaedlerella glycyrrhizinilyticum,2034.0,1369.0,345,0.0204456316666666,4606,3452,1414
fBin__345|gBin__1370|sBin__2035,Rep_2035,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,unknown,2035.0,1370.0,345,0.00944046125,4607,3453,1414
fBin__345|gBin__1370|sBin__2036,Rep_2036,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter torques,2036.0,1370.0,345,0.010880028375959,4608,3453,1414
fBin__346|gBin__1371|sBin__2037,Rep_2037,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes sp000509105,2037.0,1371.0,346,0.017226275,4614,3457,1415
fBin__346|gBin__1371|sBin__2038,Rep_2038,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes contorta_B,2038.0,1371.0,346,0.0,4613,3457,1415
fBin__346|gBin__1371|sBin__2039,Rep_2039,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes fissicatena,2039.0,1371.0,346,0.000896051,4615,3457,1415
fBin__346|gBin__1372|sBin__2040,Rep_2040,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Muricomes,Muricomes orotica,2040.0,1372.0,346,0.0123115,4616,3458,1415
fBin__346|gBin__1373|sBin__2041,Rep_2041,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter sp900541505,2041.0,1373.0,346,0.0,4594,3444,1414
fBin__347|gBin__1374|sBin__2042,Rep_2042,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes rhamnosivorans,2042.0,1374.0,347,0.0133683333333333,4528,3416,1411
fBin__347|gBin__1375|sBin__2043,Rep_2043,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes caccae,2043.0,1375.0,347,0.0095529707142857,4529,3417,1411
fBin__347|gBin__1375|sBin__2044,Rep_2044,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes sp000508985,2044.0,1375.0,347,0.0147446375,4530,3417,1411
fBin__348|gBin__1376|sBin__2045,Rep_2045,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UMGS680,UMGS680 sp900544525,2045.0,1376.0,348,0.0,4510,3400,1402
fBin__349|gBin__1377|sBin__2046,Rep_2046,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066755,unknown,2046.0,1377.0,349,0.100636,unknown,5197,1920
fBin__349|gBin__1377|sBin__2047,Rep_2047,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066755,GCA-900066755 sp900066755,2047.0,1377.0,349,0.0,7256,5197,1920
fBin__349|gBin__1378|sBin__2048,Rep_2048,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Marseille-P4683,Marseille-P4683 sp900232885,2048.0,1378.0,349,0.0210113,7259,5200,1921
fBin__349|gBin__1379|sBin__2049,Rep_2049,Bacteria,Firmicutes_A,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,Anaerofustis stercorihominis,2049.0,1379.0,349,0.0178312,4116,3107,1290
fBin__349|gBin__1380|sBin__2050,Rep_2050,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp900549235,2050.0,1380.0,349,0.0240674,4754,3555,1442
fBin__349|gBin__1381|sBin__2051,Rep_2051,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,OF09-33XD,OF09-33XD sp003481995,2051.0,1381.0,349,0.235108,unknown,unknown,1922
fBin__349|gBin__1382|sBin__2052,Rep_2052,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA7096,unknown,2052.0,1382.0,349,0.223483,unknown,unknown,1447
fBin__350|gBin__1383|sBin__2053,Rep_2053,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_A,Lachnoclostridium_A edouardi,2053.0,1383.0,350,0.25242,unknown,unknown,1921
fBin__350|gBin__1384|sBin__2054,Rep_2054,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_A,Lachnoclostridium_A sp003464085,2054.0,1384.0,350,0.276697,unknown,unknown,1441
fBin__350|gBin__1385|sBin__2055,Rep_2055,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,unknown,unknown,2055.0,1385.0,350,0.260703,unknown,unknown,1414
fBin__351|gBin__1386|sBin__2056,Rep_2056,Bacteria,Firmicutes_B,Peptococcia,Peptococcales,Peptococcaceae,QAKL01,QAKL01 sp003343815,2056.0,1386.0,351,0.291447,unknown,unknown,1414
fBin__352|gBin__1387|sBin__2057,Rep_2057,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA2882,UBA2882 sp002362385,2057.0,1387.0,352,0.0,4972,3661,1460
fBin__352|gBin__1388|sBin__2058,Rep_2058,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA2882,UBA2882 sp900542015,2058.0,1388.0,352,0.0137695,4973,3662,1460
fBin__353|gBin__1389|sBin__2059,Rep_2059,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Robinsoniella,Robinsoniella sp900540475,2059.0,1389.0,353,0.0081989,4517,3407,1406
fBin__353|gBin__1389|sBin__2060,Rep_2060,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Robinsoniella,Robinsoniella sp900539655,2060.0,1389.0,353,0.0,4518,3407,1406
fBin__353|gBin__1390|sBin__2061,Rep_2061,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Murimonas,Murimonas intestini,2061.0,1390.0,353,0.287309,unknown,unknown,1414
fBin__354|gBin__1391|sBin__2062,Rep_2062,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,AF33-28,AF33-28 sp003477885,2062.0,1391.0,354,0.0099140033333333,5200,3831,1513
fBin__355|gBin__1392|sBin__2063,Rep_2063,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella massiliensis,2063.0,1392.0,355,0.0220734397058823,4987,3674,1463
fBin__355|gBin__1393|sBin__2064,Rep_2064,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella sp003478085,2064.0,1393.0,355,0.0143902455555555,4989,3676,1463
fBin__355|gBin__1394|sBin__2065,Rep_2065,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,2065.0,1394.0,355,0.0245696802083333,4988,3675,1463
fBin__355|gBin__1395|sBin__2066,Rep_2066,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella sp900555195,2066.0,1395.0,355,0.0095998666666666,4990,3677,1463
fBin__355|gBin__1396|sBin__2067,Rep_2067,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,unknown,2067.0,1396.0,355,0.0232794333333333,4992,3678,1463
fBin__355|gBin__1396|sBin__2068,Rep_2068,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella sp900544445,2068.0,1396.0,355,0.01956425,4991,3678,1463
fBin__356|gBin__1397|sBin__2069,Rep_2069,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,Clostridium_Q symbiosum,2069.0,1397.0,356,0.0144728463157894,4699,3520,1438
fBin__356|gBin__1398|sBin__2070,Rep_2070,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,Clostridium_Q saccharolyticum_A,2070.0,1398.0,356,0.0196053099999999,4701,3522,1438
fBin__356|gBin__1399|sBin__2071,Rep_2071,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,Clostridium_Q sp000435655,2071.0,1399.0,356,0.031394464,4703,3523,1438
fBin__356|gBin__1399|sBin__2072,Rep_2072,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,unknown,2072.0,1399.0,356,0.002280725,4702,3523,1438
fBin__357|gBin__1400|sBin__2073,Rep_2073,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900066785,2073.0,1400.0,357,0.0305541776595744,4714,3529,1439
fBin__357|gBin__1400|sBin__2074,Rep_2074,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900066055,2074.0,1400.0,357,0.04074305,4715,3529,1439
fBin__357|gBin__1400|sBin__2075,Rep_2075,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900066535,2075.0,1400.0,357,0.0301969631205673,4716,3529,1439
fBin__357|gBin__1400|sBin__2076,Rep_2076,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,unknown,2076.0,1400.0,357,0.0,4717,3529,1439
fBin__357|gBin__1401|sBin__2077,Rep_2077,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,Clostridium_Q sp003024715,2077.0,1401.0,357,0.0317671278651685,4705,3525,1439
fBin__357|gBin__1402|sBin__2078,Rep_2078,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900556965,2078.0,1402.0,357,0.0264580749999999,4713,3528,1439
fBin__357|gBin__1403|sBin__2079,Rep_2079,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,UBA9502 sp900555625,2079.0,1403.0,357,0.0326643,4704,3524,1439
fBin__357|gBin__1404|sBin__2080,Rep_2080,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella_A,Hungatella_A sp003478355,2080.0,1404.0,357,0.0328563611111111,4706,3526,1439
fBin__357|gBin__1405|sBin__2081,Rep_2081,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,UBA9502 sp003481825,2081.0,1405.0,357,0.0177063,4710,3527,1439
fBin__357|gBin__1405|sBin__2082,Rep_2082,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,UBA9502 sp003506385,2082.0,1405.0,357,0.021508175,4709,3527,1439
fBin__357|gBin__1405|sBin__2083,Rep_2083,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,UBA9502 sp003478505,2083.0,1405.0,357,0.0182726851851851,4712,3527,1439
fBin__357|gBin__1405|sBin__2084,Rep_2084,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,UBA9502 sp003480315,2084.0,1405.0,357,0.0284201833333333,4711,3527,1439
fBin__357|gBin__1405|sBin__2085,Rep_2085,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,unknown,2085.0,1405.0,357,0.1038836055555555,unknown,3527,1439
fBin__357|gBin__1406|sBin__2086,Rep_2086,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900541255,2086.0,1406.0,357,0.0105917433333333,4718,3530,1439
fBin__357|gBin__1407|sBin__2087,Rep_2087,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,unknown,2087.0,1407.0,357,0.0,4719,3531,1439
fBin__357|gBin__1408|sBin__2088,Rep_2088,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp000435795,2088.0,1408.0,357,0.0189585809259259,4721,3533,1439
fBin__357|gBin__1409|sBin__2089,Rep_2089,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,unknown,unknown,2089.0,1409.0,357,0.0142894,4720,3532,1439
fBin__357|gBin__1410|sBin__2090,Rep_2090,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_A,Lachnoclostridium_A sp002160755,2090.0,1410.0,357,0.0168384333333333,4729,3539,1440
fBin__357|gBin__1411|sBin__2091,Rep_2091,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium_A,unknown,2091.0,1411.0,357,0.010387,4728,3538,1440
fBin__357|gBin__1412|sBin__2092,Rep_2092,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UC5-1-2E3,UC5-1-2E3 sp001304875,2092.0,1412.0,357,0.01040322,4727,3537,1440
fBin__357|gBin__1413|sBin__2093,Rep_2093,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,unknown,2093.0,1413.0,357,0.2401056666666666,unknown,unknown,1440
fBin__358|gBin__1414|sBin__2094,Rep_2094,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella sp005845265,2094.0,1414.0,358,0.0194377344444444,4741,3546,1441
fBin__358|gBin__1414|sBin__2095,Rep_2095,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella effluvii,2095.0,1414.0,358,0.024869828,4742,3546,1441
fBin__358|gBin__1415|sBin__2096,Rep_2096,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,unknown,2096.0,1415.0,358,0.191209,unknown,unknown,1441
fBin__358|gBin__1416|sBin__2097,Rep_2097,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,unknown,2097.0,1416.0,358,0.134767,unknown,3542,1441
fBin__359|gBin__1417|sBin__2098,Rep_2098,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UMGS1370,UMGS1370 sp900542035,2098.0,1417.0,359,0.0136191818181818,4744,3548,1442
fBin__359|gBin__1418|sBin__2099,Rep_2099,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,UBA9502 sp900540335,2099.0,1418.0,359,0.0132574299999999,4747,3550,1442
fBin__359|gBin__1418|sBin__2100,Rep_2100,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA9502,UBA9502 sp900538475,2100.0,1418.0,359,0.0149956619999999,4746,3550,1442
fBin__359|gBin__1419|sBin__2101,Rep_2101,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp000431375,2101.0,1419.0,359,0.01480125015625,4749,3552,1442
fBin__359|gBin__1419|sBin__2102,Rep_2102,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp900541315,2102.0,1419.0,359,0.0229280977272727,4750,3552,1442
fBin__359|gBin__1419|sBin__2103,Rep_2103,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp900543885,2103.0,1419.0,359,0.0,4751,3552,1442
fBin__359|gBin__1420|sBin__2104,Rep_2104,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp900538485,2104.0,1420.0,359,0.0092238234482758,4752,3553,1442
fBin__359|gBin__1421|sBin__2105,Rep_2105,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp001517625,2105.0,1421.0,359,0.0228610617021276,4753,3554,1442
fBin__359|gBin__1422|sBin__2106,Rep_2106,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,unknown,2106.0,1422.0,359,0.0,4755,3556,1442
fBin__359|gBin__1423|sBin__2107,Rep_2107,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp900540675,2107.0,1423.0,359,0.00748255,4756,3557,1442
fBin__359|gBin__1424|sBin__2108,Rep_2108,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster sp005845215,2108.0,1424.0,359,0.0110150383333333,4757,3558,1442
